artist_name,track_name,album_name,release_date,explicit,popularity,track_id,duration_ms,album_artwork_url,danceability,energy,valence,tempo,loudness,speechiness,acousticness,instrumentalness,liveness,is_album_track,is_feature,release_year,duration_min
Fredo Santana,Jealous (feat. Kendrick Lamar),Trappin Ain't Dead,2013-10-31,True,0,0scD5I6rqJ94Vv2D7ZMwRr,259839,https://i.scdn.co/image/ab67616d00001e024972a7c96d96b0e0a2782663,0.771,0.371,0.215,137.861,-9.796,0.331,0.116,0.0,0.0804,False,True,2013,4.33065
Pusha T,Nosetalgia (feat. Kendrick Lamar),My Name Is My Name,2013-01-01,True,0,5c7yH6ivcTqyHcMkHWTiFY,216053,https://i.scdn.co/image/ab67616d00001e02fe45cac8ac15d3bce1c95f2f,0.574,0.795,0.723,80.975,-3.919,0.318,0.0257,0.0,0.132,False,True,2013,3.6008833333333334
Robin Thicke,Give It 2 U - Remix (feat. Kendrick Lamar),Blurred Lines (Deluxe),2013-01-01,True,26,6SB2sufUkTTb3Ovjw6TELT,257466,https://i.scdn.co/image/ab67616d00001e02bf4733171d920f2a62b24713,0.692,0.83,0.586,127.05,-3.748,0.0619,0.0924,0.0,0.185,False,True,2013,4.2911
King Kendrick,Control (feat. Kendrick Lamar),King Kendrick Diss,2013-01-01,False,0,6LpavSgQBTJmf7KteLNyKI,450163,https://i.scdn.co/image/ab67616d00001e028d550c1a81320d0729f5b903,0.508,0.927,0.737,84.976,-6.12,0.389,0.207,0.0,0.298,False,True,2013,7.502716666666666
Terrace Martin,Triangle Ship (feat. Kendrick Lamar),3ChordFold,2013-08-13,False,18,1TycxSppuyhz7NVbiOs870,340497,https://i.scdn.co/image/ab67616d00001e02c1274d43b13bb2fb3506da2d,0.357,0.47,0.253,171.347,-12.173,0.383,0.0516,0.0,0.118,False,True,2013,5.67495
J. Cole,Forbidden Fruit (feat. Kendrick Lamar),Born Sinner (Deluxe Version),2013-06-18,True,62,1mvDFqbbmgmMmU6U4dIq5m,268666,https://i.scdn.co/image/ab67616d00001e02c1bb124f993488cf21b269fc,0.84,0.504,0.406,110.027,-9.354,0.383,0.546,0.00131,0.211,False,True,2013,4.477766666666667
Tech N9ne,Fragile (feat. Kendrick Lamar),Something Else,2013-07-30,True,54,7L3YDa0Fd8pmzpAyu6EKOS,236373,https://i.scdn.co/image/ab67616d00001e025021c52bfa5ca127b5d35d7f,0.715,0.468,0.673,194.902,-7.664,0.147,0.0994,0.0,0.125,False,True,2013,3.93955
Jhené Aiko,Stay Ready (What A Life) (feat. Kendrick Lamar),Sail Out,2013-01-01,True,75,5nkUIVKqOqdpB6ApKgEMkv,382760,https://i.scdn.co/image/ab67616d00001e02a0fa057b8ad3f3c4969f0c97,0.347,0.493,0.308,82.887,-11.548,0.29,0.455,0.00366,0.127,False,True,2013,6.379333333333333
Nitty Scott,Flower Child (feat. Kendrick Lamar),"The Boombox Diaries, Vol. 1 - EP",2012-08-28,True,0,0C79sQhgGvnJn9oYxQHW4s,202447,https://i.scdn.co/image/ab67616d00001e0245669fef026e3d01bebd0bcd,0.784,0.512,0.705,95.024,-9.058,0.342,0.763,0.0,0.111,False,True,2012,3.3741166666666667
ScHoolboy Q,Collard Greens (feat. Kendrick Lamar),Oxymoron (Deluxe),2014-01-01,True,74,0zO8ctW0UiuOefR87OeJOZ,299960,https://i.scdn.co/image/ab67616d00001e0236977e237a8f70ec6c990636,0.825,0.573,0.66,153.956,-4.872,0.0638,0.0255,9.19e-06,0.205,False,True,2014,4.999333333333333
Quadron,Better Off (feat. Kendrick Lamar),Avalanche,2013-05-31,False,29,2IU9XtrbGviQfWAjg4x9kc,264680,https://i.scdn.co/image/ab67616d00001e02ffb3df1fafad61fa764731a3,0.565,0.432,0.446,176.157,-11.175,0.11,0.672,0.00231,0.0837,False,True,2013,4.411333333333333
Black Hippy,UOENO (feat. Kendrick Lamar),Uoeno,2019-07-22,True,48,4wuqlQXpPpEVRhCCyvoe1u,342285,https://i.scdn.co/image/ab67616d00001e0257939d973a8579b1ddffe15a,0.799,0.547,0.596,124.584,-7.728,0.333,0.516,0.0,0.662,False,True,2019,5.70475
Bridget Kelly,Street Dreamin (feat. Kendrick Lamar),Street Dreamin,2013-01-01,True,0,5T8nNdT27aEpPv62Ss0Dsp,209733,https://i.scdn.co/image/ab67616d00001e021c8261244199dc109783b9ea,0.55,0.883,0.637,186.146,-6.476,0.247,0.0486,0.0,0.252,False,True,2013,3.49555
Talib Kweli,Push Thru (feat. Kendrick Lamar),Push Thru (feat. Kendrick Lamar and Curren$y),2012-01-01,True,25,7HetWRCNDPHhiksK6VrAG1,300800,https://i.scdn.co/image/ab67616d00001e02567c147503e8b84dea587971,0.388,0.739,0.462,74.232,-5.446,0.108,0.0737,1.24e-06,0.069,False,True,2012,5.013333333333334
T.I.,"Memories Back Then (feat. B.o.B, Kendrick Lamar & Kris Stephens)","Memories Back Then (feat. B.o.B, Kendrick Lamar & Kris Stephens)",2013-09-18,True,48,0A2lJqfi04TKDTJYoKBxa9,304320,https://i.scdn.co/image/ab67616d00001e02e16015c3852fce23898e9db1,0.796,0.504,0.221,130.01,-10.989,0.0524,0.115,0.0,0.136,False,True,2013,5.072
Kid Cudi,Solo Dolo Part II (feat. Kendrick Lamar),Indicud,2013-04-12,True,42,6IPZkjmCvqDY3RVCkRxr9r,214440,https://i.scdn.co/image/ab67616d00001e02b9ab5cc935d2327a7d2bc629,0.731,0.895,0.293,105.192,-5.526,0.295,0.149,2.62e-05,0.185,False,True,2013,3.574
50 Cent,We Up (feat. Kendrick Lamar),We Up,2013-01-01,True,47,4VnYL2m6J9kWrBSw22CXwx,198773,https://i.scdn.co/image/ab67616d00001e02948a552456f234d906bf2c93,0.746,0.756,0.416,103.08,-6.678,0.325,0.533,0.0,0.0803,False,True,2013,3.312883333333333
Miguel,How Many Drinks? (feat. Kendrick Lamar),How Many Drinks? (feat. Kendrick Lamar),2013-04-10,True,47,2dDCkXBbVDI4YR21lrQRK6,270160,https://i.scdn.co/image/ab67616d00001e02020ef0c83997cf3f8c4badf7,0.425,0.6,0.24,88.767,-7.016,0.159,0.0033,4.05e-05,0.127,False,True,2013,4.502666666666666
